host_id,latitude,longitude,room_type,price,number_of_reviews,review_scores_value,neighbourhood
30283594,42.36502918955467,-71.06913786758388,1,169,8,9.0,23
28763698,42.3622516640254,-71.06804507757398,2,155,4,8.0,23
30283594,42.36550572317064,-71.0681813624302,1,249,1,6.0,23
22541573,42.3641949180405,-71.06430056689483,1,315,0,0.0,23
30283594,42.3648189588525,-71.06907671576315,1,199,0,0.0,23
9419684,42.36390010325937,-71.06997018049121,1,289,1,10.0,23
9419684,42.36404531328841,-71.06478588150799,1,22,9,9.0,23
30283594,42.365474679046216,-71.06891649349022,1,199,0,0.0,23
45038647,42.36129981829768,-71.07161759742179,2,95,0,0.0,23
30283594,42.36486189808193,-71.06715419186052,1,199,0,0.0,23
30283594,42.36318985341243,-71.06910537918141,1,169,0,0.0,23
30283594,42.36360383432345,-71.07035471181379,1,199,0,0.0,23
30283594,42.36523377941854,-71.0677963849673,1,169,0,0.0,23
30283594,42.364801672919455,-71.06865495357737,1,169,0,0.0,23
30283594,42.36480762291193,-71.0689303934233,1,169,0,0.0,23
30283594,42.364668042853936,-71.06942445347283,1,199,0,0.0,23
30283594,42.36479585053193,-71.07010306472651,1,199,0,0.0,23
25188,42.3649449797097,-71.06766819894484,1,249,4,8.0,23
30283594,42.36513193449141,-71.06975166423223,1,199,1,6.0,23
30283594,42.36514743907026,-71.06754832855776,1,199,0,0.0,23
42573767,42.36169550538031,-71.06575767216657,1,45,0,0.0,23
23889290,42.36123199619656,-71.07050791596411,1,99,18,10.0,23
25188,42.36386502353799,-71.06895043843967,1,249,0,0.0,23
30283594,42.36329130750653,-71.06710681709838,1,199,0,0.0,23
53144645,42.36512257188307,-71.06859844486102,1,135,0,0.0,23
30283594,42.36372540039418,-71.06815872074992,1,189,4,8.0,23
36811327,42.3618458600874,-71.06834786495743,2,6,1,10.0,23
9419684,42.36340800514069,-71.06763390122244,1,29,1,10.0,23
13822322,42.36342019650638,-71.07108145608237,1,28,3,10.0,23
89153895,42.36354350908437,-71.06945967482491,1,275,1,10.0,23
9419684,42.36511606061526,-71.06926304774595,1,269,4,9.0,23
508268,42.364594246415486,-71.06548310163454,1,219,24,10.0,23
26988,42.35866925366806,-71.06331526509506,1,11,11,9.0,3
43810746,42.36115665691108,-71.06603416127885,1,275,29,9.0,3
280497,42.35781632723257,-71.06665887467764,1,2,4,9.0,3
2120816,42.35880310715034,-71.06972215883614,1,425,19,9.0,3
28525504,42.360596437807565,-71.06666051364803,1,15,34,9.0,3
741190,42.36038187728937,-71.06780657681584,1,128,2,10.0,3
5873558,42.360626928752986,-71.06580134322449,1,177,30,9.0,3
41383849,42.359342901967416,-71.06879855556029,1,15,0,0.0,3
27446821,42.3593549958303,-71.06436761787045,1,22,0,0.0,3
3023813,42.35997590586026,-71.06678112347387,1,155,24,9.0,3
51673899,42.35687785981932,-71.07395820653973,1,399,5,8.0,3
45167058,42.358050489894815,-71.07132938575543,1,159,0,0.0,3
83781248,42.35998238011228,-71.06812793775775,1,99,1,10.0,3
7000428,42.36082994661295,-71.06417988061659,2,12,38,8.0,3
287564,42.35770803978646,-71.07242019916289,2,27,2,0.0,3
33910770,42.36029552671588,-71.06958375676562,2,15,0,0.0,3
5618949,42.35839219543199,-71.06437784180719,1,89,36,8.0,3
58330337,42.35772102284584,-71.06628546479885,1,199,20,9.0,3
8924578,42.3576620251356,-71.0706933971195,2,12,11,9.0,3
1846434,42.35890339819018,-71.07009064770922,1,133,20,9.0,3
12192889,42.35913965938924,-71.07109732108471,1,275,3,9.0,3
10844648,42.3567161004591,-71.07147169563085,1,165,37,9.0,3
29503737,42.35841508488891,-71.06891422209479,1,3,2,10.0,3
7000428,42.3608016479687,-71.06450367804659,2,1,31,9.0,3
15681500,42.3604697212397,-71.06954017181788,2,85,2,9.0,3
814298,42.35737821295598,-71.07135090525698,1,769,7,8.0,3
22348222,42.36070876594344,-71.06421829728033,1,155,2,10.0,3
7000428,42.36090969048259,-71.06510423932899,2,85,13,8.0,3
21184200,42.359150946545846,-71.06681643718575,1,255,9,10.0,3
29568033,42.3584807548778,-71.06947903170361,1,299,3,10.0,3
42525742,42.35833271063053,-71.0671765703184,1,143,2,10.0,3
2100288,42.355697356868326,-71.07316574199247,1,26,1,10.0,3
21184200,42.35849848510465,-71.0692548911306,1,267,8,8.0,3
9402135,42.36000710094668,-71.06661125772438,1,299,84,10.0,3
22348222,42.36083639726832,-71.06412894008766,1,155,7,7.0,3
6885890,42.35756837956525,-71.06366054660596,1,25,30,9.0,3
47283683,42.35836713965818,-71.06982921255648,2,169,0,0.0,3
9557759,42.35847192699124,-71.06826281362132,2,75,7,9.0,3
22348222,42.35958021977073,-71.06396674324603,1,137,2,10.0,3
15892865,42.35840072260606,-71.07021793673707,1,225,6,9.0,3
11206328,42.359748575194594,-71.06617818430853,1,22,33,10.0,3
47470056,42.35802833769424,-71.0719802911568,1,21,49,9.0,3
13435932,42.36078945285849,-71.06710893749593,1,147,13,9.0,3
28090138,42.35685565099392,-71.07025135971973,2,18,0,0.0,3
48494513,42.35721790205242,-71.07050227797782,1,29,18,9.0,3
38119495,42.35997894671896,-71.06478599509708,1,199,20,9.0,3
50688211,42.3608574689739,-71.06594360239976,1,13,9,10.0,3
21184200,42.36054560350946,-71.0691162791922,1,2,10,9.0,3
35409793,42.36105123626994,-71.06678529935463,2,113,17,9.0,3
2894162,42.358925843884826,-71.06310908854002,1,175,62,9.0,3
4608023,42.35843137129002,-71.06814574822839,1,175,150,9.0,3
6508758,42.357799319458906,-71.06303531486179,1,238,66,10.0,3
11017004,42.36057290297437,-71.06548638624518,1,25,2,9.0,3
79365228,42.35736754953065,-71.06513533397623,2,1,1,10.0,3
39934024,42.36033210319927,-71.0679207505733,1,2,39,10.0,3
26988,42.35898848993431,-71.06324696239577,1,2,9,10.0,3
58930331,42.35901991724786,-71.06569714846482,1,184,1,10.0,3
23901135,42.36114286613522,-71.06521324184692,1,35,23,9.0,3
14587487,42.35789243298354,-71.06962757453424,2,13,23,9.0,3
35486394,42.358705583516034,-71.06734735102623,1,149,35,10.0,3
1444340,42.35887150469967,-71.06992198061587,1,2,28,9.0,3
8295290,42.35841014102986,-71.0682283886542,1,6,2,9.0,3
41328752,42.36003477904195,-71.07059547723476,1,2,0,0.0,3
42726977,42.35757078432021,-71.07230206311364,2,199,32,9.0,3
21184200,42.3585165018323,-71.07071040050093,1,25,4,10.0,3
93051119,42.35591933730473,-71.0719628550533,1,22,0,0.0,3
45290513,42.35942833501234,-71.06985689209802,1,275,7,9.0,3
82529160,42.35800212077594,-71.06895579575065,1,0,0,0.0,3
21184200,42.35965440735418,-71.07040995203931,1,2,24,10.0,3
47990609,42.36059821740399,-71.0680153062853,2,135,33,9.0,3
36204532,42.35811921026056,-71.07072938065218,1,199,6,10.0,3
1675966,42.35830031421295,-71.07186924125841,1,14,10,10.0,3
27075316,42.35679757861307,-71.07309058872016,1,375,5,9.0,3
93035834,42.35927534499617,-71.07166437234036,2,14,0,0.0,3
45651169,42.360768988020325,-71.06444906350724,1,65,8,10.0,3
2788083,42.35878511853532,-71.06752595011125,1,395,0,0.0,3
21184200,42.35869537596135,-71.07146293306957,1,2,5,10.0,3
26268405,42.35850495557442,-71.06405168745427,3,89,68,10.0,3
22348222,42.36093112384436,-71.06397602750671,1,157,2,8.0,3
17351662,42.36031305418009,-71.06659066535445,1,185,0,0.0,3
1416883,42.36020415031003,-71.06839983708964,3,1,41,9.0,3
31394729,42.35898071106728,-71.06664824634025,1,2,18,9.0,3
25578688,42.35871892420606,-71.0695885859974,2,33,3,9.0,3
5670307,42.35957555630735,-71.06706379372844,1,229,13,10.0,3
47719377,42.35964127184067,-71.06552063164793,1,13,1,0.0,3
28090138,42.35674747704935,-71.07014338357318,2,2,2,10.0,3
1369968,42.35927927735102,-71.06923436744644,1,157,81,9.0,3
81015711,42.352409414178034,-71.06484533300151,1,15,8,10.0,3
48494513,42.35744256035078,-71.06903190739797,1,189,15,9.0,3
79365228,42.359108415266704,-71.06622663529957,2,25,1,8.0,3
12556651,42.36103656084207,-71.06384931204448,1,375,5,10.0,3
9402135,42.3601462021614,-71.06866122534215,1,324,29,10.0,3
17288874,42.35505875044831,-71.07073414612441,1,22,82,9.0,3
20857768,42.35787741073293,-71.06975348587542,1,195,30,9.0,3
6902661,42.35819600748863,-71.0709788190811,1,15,0,0.0,3
22348222,42.35935953022384,-71.06439164979807,1,15,0,0.0,3
2319506,42.35877796569808,-71.07011902031627,1,147,6,10.0,3
53427121,42.36093936175189,-71.06379530400591,1,275,8,10.0,3
26988,42.35924865856049,-71.06555836973573,1,13,2,9.0,3
4445874,42.35989235705657,-71.06707166292912,1,197,1,10.0,3
22348222,42.35989025509785,-71.06436429838327,1,15,0,0.0,3
29187425,42.36060323944263,-71.06692981913989,2,14,1,10.0,3
29187425,42.36018663418385,-71.06749050429129,2,15,20,9.0,3
10502779,42.35713132783332,-71.07131447263393,1,849,9,10.0,3
34950334,42.36051977778303,-71.06401438870778,1,2,16,10.0,3
33865671,42.3524270264849,-71.0645334850395,1,35,0,0.0,3
9561791,42.35883567151674,-71.06800152477904,1,195,29,9.0,3
22348222,42.35934474352358,-71.06291668127326,1,145,2,9.0,3
56225393,42.35761811579186,-71.06772095809282,1,125,4,8.0,3
47283683,42.35993243661146,-71.06961502905548,2,189,1,10.0,3
5521363,42.35984258695376,-71.06903669731649,1,199,13,9.0,3
3654852,42.3603345259002,-71.06692518128426,1,195,27,9.0,3
22348222,42.36087382838455,-71.06299377704731,1,155,1,10.0,3
690922,42.35822852008539,-71.06985730160402,2,13,29,9.0,3
5361449,42.36062562771717,-71.06945746836061,1,289,9,10.0,3
42726977,42.35779194890587,-71.07137385545599,2,175,39,9.0,3
324630,42.36108738048634,-71.0653197581097,1,99,121,8.0,3
26988,42.358931308258974,-71.06331100414958,1,175,8,9.0,3
50314416,42.35936904589469,-71.07116179759925,1,17,6,10.0,3
19357187,42.35858437330264,-71.06549388079779,1,225,83,10.0,3
8924578,42.35725586645764,-71.07110976755577,1,325,7,8.0,3
82529160,42.358363374166665,-71.06840785456532,1,0,0,0.0,3
21184200,42.3605386597071,-71.07062362225503,1,25,10,9.0,3
60362084,42.35648905157266,-71.07076787634173,1,175,9,9.0,3
45615983,42.36042712266661,-71.06515110102988,1,225,8,8.0,3
7981083,42.36031592243771,-71.06937548889282,1,196,3,10.0,3
35473489,42.35281062047559,-71.06528175333415,1,249,1,8.0,3
2006852,42.35986625886903,-71.06720102695712,1,22,154,9.0,3
33653954,42.35851401998179,-71.0664741333111,1,178,24,9.0,3
324630,42.3608734517646,-71.06667207320037,1,99,242,9.0,3
93112,42.35846013534796,-71.06326992202112,1,175,127,9.0,3
41766550,42.358345898889176,-71.0669280394886,1,3,3,10.0,3
51673899,42.35655822884671,-71.07279512180934,1,179,6,8.0,3
35742537,42.36006717639114,-71.06746134835807,1,2,0,0.0,3
28123912,42.35788881466845,-71.06311027445885,1,16,6,10.0,3
33294128,42.360660170196496,-71.06672559880404,2,195,9,9.0,3
54815922,42.35911503905965,-71.06592181867758,1,2,4,10.0,3
10502779,42.35703422293903,-71.07056202564954,1,7,11,9.0,3
21799545,42.360328949260136,-71.06906867009059,2,2,0,0.0,3
11492081,42.36075066875911,-71.06293513256568,1,23,17,9.0,3
8158181,42.36026126817512,-71.0668503743707,2,499,7,6.0,3
10849730,42.359165655241554,-71.06785397146307,2,11,17,10.0,3
47990609,42.36069179703891,-71.06979684503264,1,35,17,9.0,3
25188,42.35682271391546,-71.07024444961496,1,185,7,9.0,3
22348222,42.36099231631034,-71.06444345632248,1,15,2,10.0,3
28243100,42.35691956261994,-71.0705650432753,1,175,5,9.0,3
11308029,42.35915042089938,-71.06792989063233,1,179,51,10.0,3
1118374,42.35841497736698,-71.0630821323763,1,269,0,0.0,3
25188,42.356484327897945,-71.06945208453679,1,285,22,8.0,3
28090138,42.35818647860455,-71.07177429354016,1,69,44,9.0,3
62256647,42.35988916516593,-71.06763874043462,2,135,0,0.0,3
22348222,42.360809329357885,-71.06419290889143,2,15,3,9.0,3
1416883,42.36007901060088,-71.06696565712132,2,175,59,9.0,3
9410008,42.36043324477766,-71.07134300780932,1,6,56,9.0,3
2946638,42.35987843601993,-71.07121096577602,1,114,0,0.0,3
45692962,42.360473327314025,-71.06292946071105,1,5,24,10.0,3
25308015,42.35807845302379,-71.06472918577053,1,16,41,8.0,3
362507,42.36054101963022,-71.06885721556502,1,25,18,9.0,3
7000428,42.36056405062218,-71.06531414641472,2,9,23,9.0,3
31455667,42.36013878822191,-71.06407199714536,1,129,37,10.0,3
23531248,42.359464663231066,-71.07106480346663,1,14,5,9.0,3
62197455,42.35656318640398,-71.06996596728106,1,21,8,9.0,3
22052842,42.360026011131495,-71.06484686948848,1,125,6,10.0,3
20907980,42.36057008547229,-71.06815773706349,1,188,18,9.0,3
9240628,42.35867252886708,-71.07007545548723,1,15,7,10.0,3
9410008,42.36110702678796,-71.0702926780151,1,375,62,10.0,3
7629859,42.35669270143099,-71.07297137662971,1,245,60,10.0,3
5618949,42.35876536707974,-71.06430904539252,1,15,26,9.0,3
32228249,42.35990755591563,-71.06879350129807,1,25,0,0.0,3
690922,42.356680738880335,-71.07155808204068,2,13,33,9.0,3
21184200,42.35975960262915,-71.06759512596133,1,25,3,10.0,3
6065334,42.360776062831896,-71.06445563747977,1,12,28,10.0,3
19035416,42.35767006555429,-71.06902611451346,1,22,4,10.0,3
14587487,42.3589724187129,-71.06944362375978,1,3,10,9.0,3
51673899,42.35909772938312,-71.07124754184737,1,199,3,9.0,3
22348222,42.35960059714639,-71.06390773536619,1,155,5,10.0,3
1587128,42.36056064859132,-71.0714057212558,1,23,1,10.0,3
4020046,42.36077623354696,-71.06492873560457,1,159,14,9.0,3
44948848,42.360351430952186,-71.067273442638,2,22,14,7.0,3
814298,42.35776698226426,-71.07210011995728,1,229,5,10.0,3
47283683,42.35998942487115,-71.06969178197353,3,129,1,10.0,3
93035834,42.3573889793,-71.07036385453631,2,79,0,0.0,3
814298,42.3594732887304,-71.07211869527731,1,21,7,9.0,3
51673899,42.35709462165028,-71.06919153389475,1,129,1,10.0,3
83554697,42.35980510467375,-71.06881615036389,1,2,10,10.0,3
1444340,42.35755877830535,-71.07171963738033,1,229,9,9.0,3
28123912,42.35901849368097,-71.06304087785213,1,16,85,10.0,3
3462813,42.361064802195806,-71.06636743014488,1,135,19,9.0,3
324630,42.361079422623845,-71.06562533879614,1,99,174,8.0,3
3462813,42.35933060974251,-71.06592570273932,2,115,91,9.0,3
17887117,42.36009792921939,-71.06780061400848,1,175,1,10.0,3
20857768,42.35812767164493,-71.07123523378782,1,229,16,9.0,3
2503703,42.35914495775162,-71.0678512353522,1,199,156,9.0,3
26303242,42.35936164660582,-71.06841910385873,1,2,22,9.0,3
2356643,42.35187963304116,-71.06418052773833,1,133,74,8.0,8
15035971,42.35197725363815,-71.06272740805203,1,12,0,0.0,8
25188,42.35318623004773,-71.0625964807123,1,329,4,10.0,8
25188,42.352179362768965,-71.06316023638313,1,349,21,9.0,8
12243051,42.35547818306105,-71.05808820238184,1,29,1,0.0,8
24559114,42.36402595184928,-71.05949255382585,1,2,1,10.0,8
25188,42.35278071524928,-71.06332535885315,1,329,6,10.0,8
22591136,42.35151770894613,-71.06313824382536,1,375,1,10.0,8
2555135,42.35057185007228,-71.06422773039341,1,35,5,9.0,8
16938558,42.3597067478668,-71.05528418371384,2,7,4,9.0,8
82576049,42.36042354087556,-71.06149583885444,2,1,0,0.0,8
18477814,42.35030998335048,-71.06534209046265,1,25,58,8.0,8
25188,42.36427675343777,-71.0592995488237,1,329,2,10.0,8
4962900,42.36574063671428,-71.05984695855581,1,119,0,0.0,8
56359408,42.35239351739327,-71.06511221070407,1,22,0,0.0,8
5618949,42.350563870332486,-71.06565364219792,1,158,10,8.0,8
2356643,42.3503315029418,-71.06500312079989,1,15,67,8.0,8
12243051,42.3524017689002,-71.06346104645667,1,279,5,10.0,8
22304512,42.35364833681216,-71.06173783805114,1,5,6,9.0,8
25188,42.35300316607308,-71.06361936390222,1,269,0,0.0,8
2356643,42.35257068706528,-71.06360430716282,1,152,76,8.0,8
43959997,42.35483189288013,-71.06179050256776,1,295,43,9.0,8
2356643,42.35177641899959,-71.06368056789918,1,128,52,8.0,8
757253,42.35175907694844,-71.06320945486446,1,22,8,10.0,8
2329611,42.354392975346144,-71.06009357094518,1,334,135,9.0,8
11272292,42.355370575567655,-71.06223046536628,1,29,30,10.0,8
12243051,42.35844290828002,-71.06274136231362,1,139,14,9.0,8
22541573,42.36451713943761,-71.06356100211109,1,22,0,0.0,8
87226338,42.36388346412893,-71.05800765337507,1,6,0,0.0,8
28662502,42.357306808662585,-71.06178635429775,1,239,85,9.0,8
2356643,42.35122665932927,-71.06408080672718,1,15,54,8.0,8
36981635,42.35113990407879,-71.06316650323784,1,29,4,10.0,8
4962900,42.36436488962655,-71.06348724765368,1,153,7,9.0,8
59334069,42.35864735308525,-71.05438976467491,2,25,0,0.0,8
86576589,42.35949187762301,-71.05250993955843,2,295,0,0.0,8
1118374,42.35889439429778,-71.0615700591196,1,24,0,0.0,8
43942636,42.362039331106686,-71.0498530527899,2,345,8,10.0,8
4962900,42.3620499578613,-71.06340406808059,1,181,17,9.0,8
32088178,42.35544359107686,-71.05798502172163,1,19,0,0.0,8
26988,42.35840348816456,-71.06185033441072,1,15,21,9.0,8
9671845,42.35858382193583,-71.05269740046626,2,1,0,0.0,8
47486176,42.35077427847086,-71.06409216289238,2,8,5,8.0,8
25757249,42.35078494146691,-71.05601805181777,2,139,2,10.0,8
43888695,42.35994470638439,-71.06206011966226,1,275,4,9.0,8
2237819,42.36534119834248,-71.06101106410635,1,135,18,9.0,8
54404109,42.35806070211856,-71.05266926285083,2,25,0,0.0,8
10896845,42.35931918425464,-71.05319415858384,1,25,0,0.0,8
30283594,42.35211358924659,-71.06347463616112,1,199,3,8.0,8
28241697,42.35108655849663,-71.06527093337121,1,3,14,8.0,8
19917804,42.35839047029281,-71.06209849436034,1,249,26,10.0,8
4962900,42.36249469393948,-71.06271024806108,1,167,5,10.0,8
34226261,42.35771005571988,-71.05672200011956,1,4,1,8.0,8
178829,42.357935801896,-71.05221256305288,2,4,0,0.0,8
43959997,42.35561390723503,-71.06282257669693,1,285,10,9.0,8
45824588,42.36431611458808,-71.06107518741497,1,25,11,10.0,8
26988,42.35711748262145,-71.06179965761459,1,175,5,9.0,8
3274255,42.36681640081029,-71.06458524897171,2,11,9,9.0,8
12243051,42.35162293153461,-71.06685883272657,1,179,12,9.0,8
25655149,42.34968123878315,-71.05680924511469,1,4,34,10.0,8
20857768,42.35448103639743,-71.06130784748179,1,289,41,9.0,8
19470226,42.36669453190779,-71.06633635403648,3,13,12,9.0,8
1846434,42.36109379373899,-71.06244079490797,1,17,78,9.0,8
49420203,42.35877952468008,-71.05239624154014,2,4,1,8.0,8
19834500,42.35133653411735,-71.06556203490102,1,175,0,0.0,8
46076242,42.3551004574346,-71.06147150509614,1,265,38,8.0,8
799496,42.35267903104372,-71.06409034052461,1,22,12,9.0,8
3137257,42.36277278173111,-71.05939337473565,1,199,9,9.0,8
11272292,42.35524342177149,-71.0612055232988,1,22,81,8.0,8
22348222,42.35952515100028,-71.0624898485231,1,16,6,9.0,8
15588404,42.358519252653686,-71.06281729945019,1,23,6,9.0,8
25188,42.35102338783037,-71.06379302586521,1,29,0,0.0,8
43959997,42.35634575348034,-71.06137947649627,1,285,37,9.0,8
20582119,42.3554242369874,-71.05775942284679,1,265,101,9.0,8
11792930,42.35326565616391,-71.06095515727358,1,185,14,9.0,8
6223931,42.366233081540976,-71.05904009105518,1,225,2,10.0,8
25188,42.36256483589406,-71.0636978263333,1,249,0,0.0,8
30283594,42.35214194103269,-71.06351949861497,1,169,0,0.0,8
21361004,42.3575810722803,-71.06158526737697,1,325,0,0.0,8
17893434,42.35580917685614,-71.06128850091854,2,25,0,0.0,8
56359408,42.35235688712226,-71.06534161486913,1,26,15,9.0,8
12243051,42.35524819719099,-71.057728990236,1,189,4,9.0,8
7069145,42.3561670844342,-71.06108436778177,2,4,0,0.0,8
39237801,42.36571169298574,-71.06023043086395,1,299,0,0.0,8
88360952,42.35044567906831,-71.06491853318136,3,15,3,10.0,8
12243051,42.350277053667625,-71.06521008189175,1,29,0,0.0,8
30283594,42.35126102439081,-71.0636254169093,1,199,2,9.0,8
26988,42.35849698264322,-71.06201144020237,1,154,18,10.0,8
16938558,42.35795945476904,-71.05808346476711,2,7,5,6.0,8
81626490,42.35071565807057,-71.0642900899851,1,199,0,0.0,8
31804748,42.35875558694329,-71.05478978236083,1,425,0,0.0,8
25700968,42.350594032018186,-71.06534688915714,3,99,0,0.0,8
30283594,42.35107229312267,-71.06305596090543,1,169,1,10.0,8
93031650,42.35797600459186,-71.05307288174228,1,399,0,0.0,8
10669839,42.35264997462747,-71.06317955731629,1,4,0,0.0,8
30283594,42.351569313485314,-71.06288547360207,1,199,1,10.0,8
30283594,42.35150940254155,-71.06333625679352,1,199,0,0.0,8
25700968,42.35158287420612,-71.06534601202634,2,8,1,10.0,8
3137257,42.35984896639969,-71.05779410822251,1,15,20,9.0,8
3137257,42.36019424688229,-71.05588182276712,1,235,34,9.0,8
3137257,42.36135706276269,-71.05567311398514,1,175,13,9.0,8
7849580,42.35154642695429,-71.0681580163002,1,55,0,0.0,8
1760577,42.35929058460621,-71.06086325369459,1,25,38,9.0,8
508268,42.36408748617406,-71.05942866658202,1,229,14,9.0,8
46285032,42.35095492326392,-71.069194422319,1,275,0,0.0,8
20582119,42.35623878041575,-71.06042658684564,1,325,105,9.0,8
665668,42.3592631619682,-71.05291766335333,2,135,3,10.0,8
55316424,42.35515467371552,-71.06143071858067,2,125,15,10.0,8
26988,42.35889162856031,-71.06166258935436,1,175,5,8.0,8
28464849,42.3648319713377,-71.0639087327483,2,39,0,0.0,8
7670021,42.34933742803183,-71.0566868110075,1,16,1,0.0,8
2356643,42.352840770749374,-71.06260645631284,1,184,29,9.0,8
41100756,42.36443313550078,-71.06039046179252,1,24,1,10.0,8
25188,42.35210306886879,-71.06318368946836,1,269,5,8.0,8
30905023,42.35485703741317,-71.06122845414615,1,225,28,10.0,8
31804748,42.35715190031668,-71.05953739408531,1,31,87,9.0,8
26985683,42.356184107267886,-71.06195985381298,1,285,20,9.0,8
25188,42.36417484490023,-71.06320412284416,1,299,4,9.0,8
20857768,42.35630612674598,-71.06134033605234,1,289,25,9.0,8
18969796,42.35204722237334,-71.06413405225246,2,19,1,0.0,8
21851356,42.3514930695486,-71.06518757068073,2,115,43,9.0,8
5380487,42.35270680630698,-71.06338443326804,1,225,0,0.0,8
39584749,42.352907535150806,-71.06339267625212,1,2,4,10.0,8
26988,42.35738232639453,-71.06161726265582,1,175,6,9.0,8
12243051,42.35859014657661,-71.05514432489859,1,249,0,0.0,8
20857768,42.35591666917494,-71.05977497623061,1,229,21,9.0,8
23955944,42.36199306901067,-71.05052296735359,1,425,3,10.0,8
389733,42.36499900409759,-71.0597040527482,1,2,0,0.0,8
40946436,42.35076076438733,-71.06585080123416,1,35,40,10.0,8
84991497,42.35185990571018,-71.06496250691329,1,299,5,10.0,8
5367536,42.352533658767086,-71.05960437045894,1,35,0,0.0,8
25188,42.36596731344966,-71.05953501624145,1,249,2,6.0,8
480310,42.35049371153128,-71.06986261163799,1,375,9,10.0,8
25188,42.36626828412615,-71.05897663005086,1,329,1,8.0,8
4962900,42.3646675827611,-71.06108001075275,1,119,0,0.0,8
11272292,42.356231607646166,-71.06067248774416,1,3,78,9.0,8
4962900,42.364252759013205,-71.05958574525586,1,119,0,0.0,8
20857768,42.35645417348172,-71.061030598429,1,239,1,10.0,8
508268,42.36590513441662,-71.06089339441036,1,219,17,10.0,8
45835636,42.35783327372543,-71.05506584885741,1,365,0,0.0,8
74813179,42.35814948938496,-71.05479106560645,1,375,24,10.0,8
68137928,42.35157546496612,-71.06400038700656,1,218,1,10.0,8
25188,42.35119541515407,-71.06371813598751,1,329,3,9.0,8
4962900,42.36434318493671,-71.06077179693705,1,119,0,0.0,8
27450054,42.355518696394334,-71.0615279629672,3,95,45,9.0,8
4962900,42.36471355463015,-71.06062807787244,1,119,0,0.0,8
56359408,42.35089947895681,-71.06552652219916,1,199,0,0.0,8
32252660,42.35127323394997,-71.06324249238087,1,15,4,9.0,8
4962900,42.352070003526094,-71.06294914287153,1,119,0,0.0,8
81301451,42.35653307883162,-71.05577699221105,1,14,14,10.0,8
3755714,42.366586009144605,-71.05909170976508,2,3,1,10.0,8
4962900,42.35229392411086,-71.06271603751182,1,119,0,0.0,8
20043917,42.36418849426266,-71.05878820518811,1,3,1,0.0,8
25700968,42.35192217360375,-71.06567999045147,2,125,27,8.0,8
4962900,42.3514729979244,-71.06345473871647,1,119,0,0.0,8
18117392,42.35788651591833,-71.05395895756246,2,3,1,0.0,8
3137257,42.35776705745255,-71.06218007245228,1,15,6,9.0,8
70018264,42.35929959146369,-71.05443070528113,1,287,0,0.0,8
508268,42.3627081866377,-71.06330692934293,1,249,5,10.0,8
22348222,42.3594170554889,-71.06232329883342,1,155,2,9.0,8
27293241,42.35495597184988,-71.05948774493787,1,25,7,9.0,8
40140104,42.35520778253591,-71.06278922064558,1,325,0,0.0,8
11272292,42.355193771746336,-71.06153295714502,1,24,35,9.0,8
50072079,42.35871635132407,-71.0537119640439,1,24,2,10.0,8
71536024,42.35737600293904,-71.05350942943257,1,375,26,10.0,8
43959997,42.35493353629534,-71.06238746745623,1,225,25,9.0,8
9419684,42.350898320864495,-71.06321290006319,1,389,23,9.0,8
17045533,42.35883103935813,-71.06185488919928,1,175,4,9.0,8
20582119,42.35520170202919,-71.06056985300016,1,365,65,9.0,8
1911807,42.35628105475238,-71.06140929576179,1,449,46,10.0,8
41456680,42.352815033329925,-71.06371270045743,1,6,0,0.0,8
12776560,42.355223271972136,-71.05770431969195,1,249,16,10.0,8
9419684,42.35130793025092,-71.06350574269595,1,293,8,10.0,8
71965368,42.34648892987342,-71.09214601176934,2,45,2,0.0,10
25188,42.34500940952589,-71.09872441400223,2,249,1,8.0,10
25188,42.34392158932087,-71.09720065389364,1,349,4,9.0,10
25188,42.343452988176544,-71.10166759098244,1,349,5,9.0,10
25188,42.343471201034205,-71.10038331384595,1,39,1,0.0,10
32823196,42.34537074680644,-71.0889434641747,1,35,0,0.0,10
25188,42.3448650479359,-71.10259974303017,1,349,9,9.0,10
24904722,42.34513001358319,-71.09074179612982,1,158,5,10.0,10
40314351,42.34324137136411,-71.08678332976035,2,8,0,0.0,10
33687245,42.34520065269172,-71.0889176549188,2,0,0,0.0,10
20079643,42.34365442169048,-71.10056297431775,1,275,0,0.0,10
30283594,42.34585932124852,-71.10011757002653,1,319,0,0.0,10
10529861,42.34485729820837,-71.08806211467696,2,14,0,0.0,10
6584643,42.34569277039437,-71.08775823474248,1,2,0,0.0,10
90512786,42.34684955375407,-71.1033725898693,2,85,2,9.0,10
20079643,42.34312477788598,-71.10143718886964,1,375,0,0.0,10
28880663,42.35117407918826,-71.08998038575537,1,225,0,0.0,10
91070657,42.34058426395056,-71.09941364223958,1,1,0,0.0,10
15102445,42.3420629672256,-71.0975265458895,2,67,12,9.0,10
36287718,42.34674633742564,-71.09977194774844,2,175,16,10.0,10
167745,42.34238757407687,-71.09725113569735,2,99,46,10.0,10
324630,42.3462145727819,-71.09372008506031,1,99,184,8.0,10
5618949,42.34715285129972,-71.09299046608885,1,127,64,9.0,10
71393113,42.34671824075804,-71.08785507554508,1,225,1,0.0,10
71393113,42.34639848830778,-71.08833422206777,1,3,2,10.0,10
9410008,42.350703329871294,-71.09069811786318,1,199,121,10.0,10
